overall_rank,pos_rank,player,position,team,opponent,projected_points,p10,p50,p90,p_plays,inj_status
294,74,Corey Kiner,RB,NE,PIT,1.831,-0.255,0.296,6.251,0.833,0.0
295,75,Kendre Miller,RB,NO,BAL,1.828,-0.05,0.087,5.841,0.661,0.0
296,76,Jaleel McLaughlin,RB,CLE,TB,1.814,0.0,0.983,4.881,0.893,0.0
297,69,Elijah Higgins,TE,ARI,SEA,1.775,0.0,0.317,5.084,0.669,0.0
298,70,Eric Saubert,TE,SEA,ARI,1.747,0.0,0.389,5.058,0.746,0.0
299,42,Quinn Ewers,QB,JAX,DEN,1.745,-0.033,0.0,7.119,0.403,0.0
300,77,Ameer Abdullah,RB,JAX,DEN,1.722,-0.153,0.871,4.546,0.927,0.0
301,112,Christian Kirk,WR,SF,MIA,1.72,0.0,0.401,4.962,0.729,0.0
302,78,Will Shipley,RB,PHI,TEN,1.714,-0.496,0.081,6.057,0.871,0.0
303,79,Jaylen Wright,RB,MIA,SF,1.711,-0.2,0.285,5.648,0.815,0.0
304,113,KaVontae Turpin,WR,DAL,WAS,1.673,-0.509,0.132,5.771,0.869,0.0
305,43,Marcus Mariota,QB,WAS,DAL,1.662,0.0,0.0,7.47,0.23,0.0
306,71,Luke Musgrave,TE,GB,NYJ,1.658,0.0,0.0,5.698,0.476,0.0
307,114,Konata Mumpfield,WR,LA,NYG,1.657,0.0,0.801,3.823,0.802,0.0
308,72,Daniel Bellinger,TE,TEN,PHI,1.649,-0.104,0.177,5.063,0.758,0.0
309,73,Blake Whiteheart,TE,CLE,TB,1.637,-0.055,0.195,4.87,0.712,0.0
310,74,Quintin Morris,TE,JAX,DEN,1.63,-0.354,0.085,5.348,0.858,0.0
311,115,Kyle Williams,WR,NE,PIT,1.627,0.0,0.639,3.891,0.83,0.0
312,116,Xavier Smith,WR,LA,NYG,1.622,0.0,0.789,3.702,0.887,0.0
313,117,Bo Melton,WR,GB,NYJ,1.61,-0.002,0.779,3.835,0.873,0.0
314,80,Kaytron Allen,RB,WAS,DAL,1.597,-0.61,0.023,5.543,0.879,0.0
315,118,Gunner Olszewski,WR,NYG,LA,1.579,-0.061,0.669,3.803,0.862,0.0
316,119,Malik Benson,WR,LV,LAC,1.57,-0.133,0.703,3.729,0.887,0.0
317,81,Ronnie Rivers,RB,LA,NYG,1.57,-0.574,0.047,5.442,0.849,0.0
318,82,Emanuel Wilson,RB,SEA,ARI,1.56,0.0,0.669,4.258,0.787,0.0
319,83,Ollie Gordon II,RB,MIA,SF,1.554,-0.124,0.227,4.764,0.735,0.0
320,120,Olamide Zaccheaus,WR,ATL,CAR,1.545,-0.27,0.1,4.888,0.728,0.0
321,75,Keleki Latu,TE,BUF,DET,1.504,-0.259,0.0,4.848,0.683,0.0
322,121,Ricky Pearsall,WR,SF,MIA,1.483,-0.0,0.017,4.382,0.617,0.0
323,76,Brock Wright,TE,DET,BUF,1.478,0.0,0.143,4.387,0.564,0.0
324,122,Lil'Jordan Humphrey,WR,DEN,JAX,1.472,-0.269,0.025,5.299,0.703,0.0
325,44,Mac Jones,QB,SF,MIA,1.469,0.0,0.0,5.136,0.266,0.0
326,123,Tez Johnson,WR,TB,CLE,1.456,-0.683,0.0,5.13,0.871,0.0
327,84,Rasheen Ali,RB,BAL,NO,1.445,-0.601,0.0,5.008,0.804,0.0
328,45,Joe Flacco,QB,CIN,HOU,1.442,-0.183,0.0,6.0,0.381,0.0
329,77,Josh Whyle,TE,GB,NYJ,1.42,0.0,0.0,4.89,0.49,0.0
330,85,Kimani Vidal,RB,LAC,LV,1.418,0.0,0.0,4.978,0.442,0.0
331,124,Calvin Austin III,WR,NYG,LA,1.39,-0.63,0.0,5.177,0.718,0.0
332,46,Riley Leonard,QB,IND,KC,1.381,-2.427,0.0,7.688,0.67,0.0
333,125,Kevin Coleman Jr.,WR,MIA,SF,1.363,-0.283,0.456,3.476,0.887,0.0
334,78,Mo Alie-Cox,TE,IND,KC,1.358,-0.141,0.0,4.427,0.622,0.0
335,47,Davis Mills,QB,HOU,CIN,1.357,0.0,0.0,4.544,0.273,0.0
336,48,Andy Dalton,QB,PHI,TEN,1.345,0.0,0.0,4.091,0.244,0.0
337,86,Patrick Ricard,RB,NYG,LA,1.33,-0.403,0.0,4.54,0.758,0.0
338,126,Odell Beckham Jr.,WR,NYG,LA,1.307,-0.356,0.0,4.352,0.662,0.0
339,49,Michael Penix Jr.,QB,ATL,CAR,1.301,0.0,0.0,3.919,0.161,0.0
340,87,British Brooks,RB,HOU,CIN,1.299,0.0,0.0,4.135,0.492,0.0
341,88,Kene Nwangwu,RB,NYJ,GB,1.299,-0.338,0.0,4.382,0.66,0.0
342,127,Elijah Moore,WR,PHI,TEN,1.287,-0.153,0.0,4.103,0.598,0.0
343,128,Jonathan Mingo,WR,DAL,WAS,1.284,-0.281,0.488,3.33,0.887,0.0
344,129,Dohnte Meyers,WR,CIN,HOU,1.283,-0.29,0.408,3.48,0.878,0.0
345,89,Kaleb Johnson,RB,GB,NYJ,1.281,0.0,0.267,3.493,0.591,0.0
346,50,Tanner McKee,QB,PHI,TEN,1.274,-0.291,0.0,4.938,0.369,0.0
347,130,Jaylin Lane,WR,WAS,DAL,1.265,0.0,0.388,3.12,0.715,0.0
348,131,Devontez Walker,WR,BAL,NO,1.262,-0.387,0.0,4.853,0.48,0.0
349,132,Barion Brown,WR,NO,BAL,1.262,-0.373,0.409,3.385,0.88,0.0
350,133,Isaiah Bond,WR,CLE,TB,1.247,0.0,0.38,3.286,0.627,0.0
351,90,Tyler Goodson,RB,DAL,WAS,1.228,-0.035,0.213,3.465,0.669,0.0
352,134,De'Zhaun Stribling,WR,SF,MIA,1.223,0.0,0.0,4.725,0.171,0.0
353,51,Joshua Dobbs,QB,DET,BUF,1.192,0.0,0.0,3.255,0.252,0.0
354,135,Jalen Tolbert,WR,MIA,SF,1.179,0.0,0.0,3.512,0.516,0.0
355,91,Seth McGowan,RB,IND,KC,1.179,-0.447,0.315,3.764,0.855,0.0
356,136,KeAndre Lambert-Smith,WR,LAC,LV,1.178,-0.106,0.239,3.298,0.699,0.0
357,79,Jackson Hawes,TE,BUF,DET,1.175,0.0,0.0,3.999,0.413,0.0
358,52,Stetson Bennett,QB,LA,NYG,1.15,0.0,0.0,3.354,0.284,0.0
359,92,Brady Russell,RB,SEA,ARI,1.061,-0.188,0.0,3.47,0.571,0.0
360,93,Sean Tucker,RB,TB,CLE,1.047,0.0,0.0,2.939,0.523,0.0
361,53,Brady Cook,QB,MIA,SF,1.029,-1.776,0.0,5.089,0.464,0.0
362,137,Brycen Tremayne,WR,CAR,ATL,1.002,-0.62,0.112,2.958,0.856,0.0
363,94,Najee Harris,RB,NYG,LA,0.988,0.0,0.0,3.497,0.207,0.0
364,54,Cooper Rush,QB,ATL,CAR,0.964,-0.767,0.0,3.881,0.351,0.0
365,95,Reggie Gilliam,RB,NE,PIT,0.964,0.0,0.0,3.008,0.425,0.0
366,55,Fernando Mendoza,QB,LV,LAC,0.96,0.0,0.0,0.0,0.105,0.0
367,138,Calvin Ridley,WR,TEN,PHI,0.959,0.0,0.0,3.263,0.299,0.0
368,96,Isaiah Davis,RB,NYJ,GB,0.936,0.0,0.0,2.859,0.356,0.0
369,80,Grant Calcaterra,TE,PHI,TEN,0.931,0.0,0.0,2.835,0.506,0.0
370,139,Jared Wayne,WR,HOU,CIN,0.922,-0.352,0.0,2.784,0.666,0.0
371,81,Jake Briningstool,TE,KC,IND,0.902,0.0,0.0,3.203,0.395,0.0
372,82,Ja'Tavion Sanders,TE,CAR,ATL,0.881,0.0,0.0,2.759,0.338,0.0
373,140,Travis Hunter,WR,JAX,DEN,0.876,0.0,0.0,2.876,0.198,0.0
374,97,Tahj Brooks,RB,CIN,HOU,0.876,-0.589,0.0,3.18,0.663,0.0
375,98,Ty Chandler,RB,NO,BAL,0.857,-0.484,0.0,2.805,0.589,0.0
376,83,Julian Hill,TE,NE,PIT,0.857,-0.317,0.0,2.975,0.444,0.0
377,141,Derius Davis,WR,LAC,LV,0.837,-0.609,0.0,2.866,0.746,0.0
378,99,Roschon Johnson,RB,CHI,MIN,0.837,-0.228,0.0,2.714,0.552,0.0
379,100,Alvin Kamara,RB,NO,BAL,0.821,0.0,0.0,2.491,0.202,0.0
380,142,Tyrell Shavers,WR,BUF,DET,0.803,0.0,0.0,2.591,0.31,0.0
381,84,Charlie Woerner,TE,ATL,CAR,0.799,0.0,0.0,2.482,0.292,0.0
382,85,Johnny Mundt,TE,PHI,TEN,0.796,0.0,0.0,2.557,0.404,0.0
383,86,Nate Adkins,TE,DEN,JAX,0.792,-0.175,0.0,2.569,0.52,0.0
384,87,Tyler Conklin,TE,DET,BUF,0.774,-0.27,0.0,2.928,0.433,0.0
385,143,Jordyn Tyson,WR,NO,BAL,0.756,0.0,0.0,2.038,0.189,0.0
386,144,Tay Martin,WR,DET,BUF,0.752,-0.526,0.0,2.452,0.646,0.0
387,101,Jeremy McNichols,RB,WAS,DAL,0.746,-0.289,0.0,2.475,0.512,0.0
388,88,Andrew Ogletree,TE,IND,KC,0.744,-0.402,0.0,2.591,0.589,0.0
389,102,Trey Benson,RB,ARI,SEA,0.729,0.0,0.0,2.092,0.263,0.0
390,145,David Sills,WR,TB,CLE,0.715,-0.421,0.0,2.242,0.571,0.0
391,89,Jelani Woods,TE,NYJ,GB,0.712,0.0,0.0,2.339,0.29,0.0
392,103,DJ Giddens,RB,IND,KC,0.706,0.0,0.0,2.047,0.336,0.0
393,104,Jordan James,RB,SF,MIA,0.702,0.0,0.0,1.103,0.123,0.0
394,146,Skyy Moore,WR,GB,NYJ,0.692,-0.987,0.0,2.867,0.887,0.0
395,147,Tank Dell,WR,HOU,CIN,0.684,0.0,0.0,1.93,0.21,0.0
396,148,Tim Patrick,WR,NYJ,GB,0.674,-0.332,0.0,2.022,0.547,0.0
397,149,Zavion Thomas,WR,CHI,MIN,0.663,0.0,0.0,1.403,0.158,0.0
398,90,Payne Durham,TE,TB,CLE,0.661,0.0,0.0,2.025,0.315,0.0
399,150,Tutu Atwell,WR,LA,NYG,0.659,-0.637,0.0,2.186,0.554,0.0
400,151,Jalen Royals,WR,KC,IND,0.657,-0.571,0.0,2.303,0.565,0.0
401,91,Carsen Ryan,TE,CLE,TB,0.641,-1.214,0.0,3.315,0.857,0.0
402,152,Brenen Thompson,WR,LAC,LV,0.627,0.0,0.0,1.701,0.15,0.0
403,153,Zachariah Branch,WR,ATL,CAR,0.626,-1.188,0.0,2.802,0.893,0.0
404,154,Skyler Bell,WR,BUF,DET,0.623,0.0,0.0,1.11,0.149,0.0
405,105,Kyle Juszczyk,RB,SF,MIA,0.605,0.0,0.0,0.701,0.122,0.0
406,106,Tyler Badie,RB,DEN,JAX,0.587,-0.871,0.0,2.359,0.543,0.0
407,107,James Conner,RB,ARI,SEA,0.58,0.0,0.0,1.311,0.232,0.0
408,92,Brayden Willis,TE,SF,MIA,0.563,-1.11,0.0,2.926,0.789,0.0
409,155,Germie Bernard,WR,PIT,NE,0.556,0.0,0.0,1.181,0.169,0.0
410,93,Ben Yurosek,TE,MIN,CHI,0.543,0.0,0.0,1.707,0.245,0.0
411,94,Hunter Long,TE,ARI,SEA,0.536,-0.835,0.0,2.224,0.539,0.0
412,156,Elijah Sarratt,WR,BAL,NO,0.532,0.0,0.0,0.652,0.149,0.0
413,157,Colbie Young,WR,CIN,HOU,0.525,0.0,0.0,0.748,0.148,0.0
414,56,Aidan O'Connell,QB,LV,LAC,0.524,-1.242,0.0,1.067,0.278,0.0
415,158,Arian Smith,WR,NYJ,GB,0.524,-1.185,0.0,2.453,0.843,0.0
416,159,Tom Kennedy,WR,DET,BUF,0.52,-1.081,0.0,2.326,0.823,0.0
417,160,Tory Horton,WR,SEA,ARI,0.518,0.0,0.0,1.39,0.264,0.0
418,95,Colson Yankoff,TE,WAS,DAL,0.516,-0.851,0.0,2.194,0.503,0.0
419,108,Max Bredeson,RB,MIN,CHI,0.515,0.0,0.0,0.518,0.124,0.0
420,96,Elijah Arroyo,TE,SEA,ARI,0.512,0.0,0.0,1.605,0.178,0.0
421,97,Eli Stowers,TE,PHI,TEN,0.512,0.0,0.0,1.67,0.157,0.0
422,161,Efton Chism III,WR,NE,PIT,0.505,-0.005,0.0,1.82,0.377,0.0
423,109,Trey Sermon,RB,ATL,CAR,0.5,-0.611,0.0,1.92,0.486,0.0
424,98,Chris Manhertz,TE,NYG,LA,0.499,0.0,0.0,1.575,0.309,0.0
425,110,Nicholas Singleton,RB,TEN,PHI,0.497,0.0,0.0,0.609,0.123,0.0
426,99,Cameron Latu,TE,NE,PIT,0.489,-0.003,0.0,1.591,0.313,0.0
427,57,Spencer Rattler,QB,NO,BAL,0.463,0.0,0.0,0.0,0.133,0.0
428,100,Jared Wiley,TE,KC,IND,0.463,0.0,0.0,1.476,0.257,0.0
429,162,Tai Felton,WR,MIN,CHI,0.453,-0.554,0.0,1.608,0.457,0.0
430,163,Kendrick Law,WR,DET,BUF,0.446,0.0,0.0,0.099,0.14,0.0
431,164,Jacob Cowing,WR,SF,MIA,0.44,-0.956,0.0,1.773,0.574,0.0
432,165,Brock Rechsteiner,WR,NO,BAL,0.43,0.0,0.0,0.188,0.121,0.0
433,101,Sam Roush,TE,CHI,MIN,0.425,0.0,0.0,1.419,0.149,0.0
434,102,David Martin-Robinson,TE,TEN,PHI,0.425,-0.903,0.0,1.761,0.529,0.0
435,166,Laquon Treadwell,WR,IND,KC,0.424,-1.319,0.0,2.237,0.758,0.0
436,111,Scott Matlock,RB,LAC,LV,0.424,0.0,0.0,0.0,0.115,0.0
437,103,Max Klare,TE,LA,NYG,0.421,0.0,0.0,1.101,0.156,0.0
438,112,Adam Randall,RB,BAL,NO,0.418,0.0,0.0,0.299,0.123,0.0
439,113,Trevor Etienne,RB,CAR,ATL,0.416,-1.181,0.0,2.065,0.575,0.0
440,58,Jameis Winston,QB,NYG,LA,0.406,0.0,0.0,0.0,0.144,0.0
441,167,C.J. Williams,WR,JAX,DEN,0.405,0.0,0.0,0.719,0.133,0.0
442,59,Mason Rudolph,QB,PIT,NE,0.396,0.0,0.0,0.0,0.067,0.0
443,104,Thomas Odukoya,TE,KC,IND,0.392,0.0,0.0,0.376,0.11,0.0
444,60,Zach Wilson,QB,NO,BAL,0.384,-2.011,0.0,1.028,0.3,0.0
445,105,Josh Cuevas,TE,BAL,NO,0.384,0.0,0.0,0.27,0.131,0.0
446,106,Ian Thomas,TE,LV,LAC,0.379,0.0,0.0,1.109,0.218,0.0
447,107,Riley Nowakowski,TE,PIT,NE,0.377,0.0,0.0,0.006,0.131,0.0
448,114,Dylan Laube,RB,LV,LAC,0.369,-1.674,-0.173,3.069,0.854,0.0
449,168,Reggie Virgil,WR,ARI,SEA,0.367,0.0,0.0,0.0,0.141,0.0
450,169,J. Michael Sturdivant,WR,GB,NYJ,0.366,0.0,0.0,0.0,0.121,0.0
451,115,Alec Ingold,RB,LAC,LV,0.362,0.0,0.0,0.0,0.102,0.0
452,61,Cade Klubnik,QB,NYJ,GB,0.356,0.0,0.0,0.0,0.075,0.0
453,108,Treyton Welch,TE,NO,BAL,0.354,-0.76,0.0,1.26,0.413,0.0
454,170,Ashton Dulin,WR,IND,KC,0.351,-1.335,0.0,2.127,0.774,0.0
455,116,Connor Heyward,RB,LV,LAC,0.341,0.0,0.0,0.0,0.114,0.0
456,109,DJ Rogers,TE,DAL,WAS,0.34,0.0,0.0,0.0,0.112,0.0
457,110,Gavin Bartholomew,TE,MIN,CHI,0.337,0.0,0.0,0.0,0.123,0.0
458,171,Gary Jennings,WR,LAC,LV,0.336,0.0,0.0,0.498,0.144,0.0
459,111,Joe Royer,TE,CLE,TB,0.336,0.0,0.0,0.068,0.131,0.0
460,112,Oscar Delp,TE,NO,BAL,0.328,0.0,0.0,0.277,0.148,0.0
461,113,Seydou Traore,TE,MIA,SF,0.328,0.0,0.0,0.0,0.13,0.0
462,117,DJ Herman,RB,MIA,SF,0.325,0.0,0.0,0.0,0.106,0.0
463,114,Moliki Matavao,TE,NO,BAL,0.325,0.0,0.0,0.462,0.18,0.0
464,172,Chris Brazzell II,WR,CAR,ATL,0.323,0.0,0.0,0.225,0.158,0.0
465,62,Gardner Minshew,QB,ARI,SEA,0.322,0.0,0.0,0.0,0.154,0.0
466,63,Garrett Nussmeier,QB,KC,IND,0.322,0.0,0.0,0.0,0.062,0.0
467,115,Tanner Koziol,TE,JAX,DEN,0.322,0.0,0.0,0.0,0.131,0.0
468,116,Bauer Sharp,TE,TB,CLE,0.319,-1.452,-0.026,2.784,0.865,0.0
469,118,Myles Montgomery,RB,NE,PIT,0.31,0.0,0.0,0.0,0.106,0.0
470,119,Andrew Beck,RB,NYJ,GB,0.307,0.0,0.0,0.0,0.102,0.0
471,173,Camden Brown,WR,DAL,WAS,0.307,0.0,0.0,0.0,0.121,0.0
472,120,Isaac Guerendo,RB,SF,MIA,0.303,0.0,0.0,0.3,0.178,0.0
473,174,CJ Daniels,WR,LA,NYG,0.3,0.0,0.0,0.0,0.133,0.0
474,117,Justin Joly,TE,MIA,SF,0.298,0.0,0.0,0.02,0.131,0.0
475,64,Kyle McCord,QB,MIA,SF,0.295,0.0,0.0,0.0,0.066,0.0
476,65,Graham Mertz,QB,HOU,CIN,0.295,0.0,0.0,0.0,0.066,0.0
477,175,LaJohntay Wester,WR,BAL,NO,0.293,-1.511,-0.338,2.419,0.893,0.0
478,176,Deion Burks,WR,IND,KC,0.289,0.0,0.0,0.239,0.126,0.0
479,121,LeQuint Allen Jr.,RB,JAX,DEN,0.288,-0.643,0.0,0.776,0.313,0.0
480,66,Anthony Richardson,QB,IND,KC,0.288,0.0,0.0,0.0,0.071,0.0
481,122,Demond Claiborne,RB,MIN,CHI,0.285,0.0,0.0,0.0,0.117,0.0
482,118,Mark Redman,TE,GB,NYJ,0.284,0.0,0.0,0.0,0.112,0.0
483,67,Athan Kaliakmanis,QB,WAS,DAL,0.283,0.0,0.0,0.0,0.062,0.0
484,119,Jack Endries,TE,CIN,HOU,0.276,0.0,0.0,0.174,0.118,0.0
485,123,Robbie Ouzts,RB,SEA,ARI,0.274,0.0,0.0,0.427,0.113,0.0
486,68,Taylen Green,QB,CLE,TB,0.269,0.0,0.0,0.0,0.066,0.0
487,69,Tyrod Taylor,QB,GB,NYJ,0.267,0.0,0.0,0.0,0.051,0.0
488,70,Ty Simpson,QB,LA,NYG,0.265,0.0,0.0,0.0,0.095,0.0
489,177,Darius Cooper,WR,PHI,TEN,0.263,-1.29,0.0,1.701,0.679,0.0
490,124,Michael Burton,RB,CLE,TB,0.258,0.0,0.0,0.0,0.117,0.0
491,71,Sam Howell,QB,DAL,WAS,0.258,0.0,0.0,0.0,0.049,0.0
492,120,John Michael Gyllenborg,TE,KC,IND,0.252,0.0,0.0,0.036,0.112,0.0
493,121,Jackson Meeks,TE,DET,BUF,0.251,0.0,0.0,0.0,0.112,0.0
494,178,Jeff Caldwell,WR,KC,IND,0.247,0.0,0.0,0.077,0.121,0.0
495,122,Dallen Bentley,TE,DEN,JAX,0.244,0.0,0.0,0.0,0.117,0.0
496,123,Tanner Arkin,TE,NE,PIT,0.242,0.0,0.0,0.0,0.112,0.0
497,125,Chris Collier,RB,LV,LAC,0.24,-0.967,0.0,0.814,0.333,0.0
498,124,Carson Towt,TE,IND,KC,0.238,0.0,0.0,0.015,0.112,0.0
499,125,Hayden Large,TE,CHI,MIN,0.233,0.0,0.0,0.0,0.112,0.0
500,72,Jarrett Stidham,QB,DEN,JAX,0.23,0.0,0.0,0.0,0.054,0.0
501,179,Cole Burgess,WR,PIT,NE,0.229,0.0,0.0,0.153,0.12,0.0
502,126,Will Mallory,TE,IND,KC,0.225,-0.25,0.0,0.443,0.234,0.0
503,180,Corey Rucker,WR,LV,LAC,0.222,0.0,0.0,0.059,0.121,0.0
504,181,Mason Tipton,WR,NO,BAL,0.215,-0.615,0.0,0.627,0.289,0.0
505,73,Joe Fagnano,QB,BAL,NO,0.214,0.0,0.0,0.0,0.059,0.0
506,74,Jalon Daniels,QB,TB,CLE,0.211,0.0,0.0,0.0,0.059,0.0
507,127,Caleb Lohner,TE,DEN,JAX,0.2,0.0,0.0,0.005,0.117,0.0
508,75,Kurtis Rourke,QB,SF,MIA,0.199,0.0,0.0,0.0,0.062,0.0
509,182,Malachi Corley,WR,CLE,TB,0.195,-1.584,-0.207,1.959,0.813,0.0
510,126,Bam Knight,RB,ARI,SEA,0.192,0.0,0.0,0.0,0.107,0.0
511,183,Jimmy Holiday,WR,KC,IND,0.189,0.0,0.0,0.0,0.12,0.0
512,127,Chip Trayanum,RB,NYJ,GB,0.189,0.0,0.0,0.0,0.106,0.0
513,128,Thomas Yassmin,TE,GB,NYJ,0.187,0.0,0.0,0.0,0.111,0.0
514,129,Feleipe Franks,TE,CAR,ATL,0.185,-1.531,0.0,1.629,0.654,0.0
515,184,Dont'e Thornton Jr.,WR,LV,LAC,0.184,-0.786,0.0,0.86,0.375,0.0
516,185,D.J. Montgomery,WR,IND,KC,0.183,0.0,0.0,0.0,0.074,0.0
517,130,Tip Reiman,TE,ARI,SEA,0.179,0.0,0.0,0.0,0.113,0.0
518,76,Behren Morton,QB,NE,PIT,0.176,0.0,0.0,0.0,0.062,0.0
519,186,Johnny Wilson,WR,PHI,TEN,0.175,0.0,0.0,0.075,0.155,0.0
520,128,Jacob Saylors,RB,DET,BUF,0.171,-1.515,0.0,1.609,0.54,0.0
521,131,Princeton Fant,TE,DAL,WAS,0.171,-0.414,0.0,0.372,0.226,0.0
522,187,Jeremiah Webb,WR,NE,PIT,0.169,0.0,0.0,0.0,0.12,0.0
523,188,Jordan Watkins,WR,SF,MIA,0.164,0.0,0.0,0.0,0.125,0.0
524,132,Jameson Geers,TE,ARI,SEA,0.154,0.0,0.0,0.0,0.112,0.0
525,77,Kyle Allen,QB,BUF,DET,0.153,0.0,0.0,0.0,0.045,0.0
526,133,Brevin Jordan,TE,HOU,CIN,0.141,0.0,0.0,0.0,0.073,0.0
527,78,Tommy DeVito,QB,NE,PIT,0.139,0.0,0.0,0.0,0.04,0.0
528,134,E.J. Jenkins,TE,PHI,TEN,0.139,0.0,0.0,0.0,0.148,0.0
529,135,Ko Kieft,TE,TB,CLE,0.136,0.0,0.0,0.0,0.099,0.0
530,79,Haynes King,QB,CAR,ATL,0.134,0.0,0.0,0.0,0.059,0.0
531,80,Sam Ehlinger,QB,DEN,JAX,0.133,0.0,0.0,0.0,0.043,0.0
532,81,Will Howard,QB,PIT,NE,0.118,0.0,0.0,0.0,0.066,0.0
533,136,Nick Kallerup,TE,SEA,ARI,0.117,0.0,0.0,0.0,0.12,0.0
534,137,Robert Tonyan,TE,PIT,NE,0.115,0.0,0.0,0.0,0.157,0.0
535,129,Brittain Brown,RB,CHI,MIN,0.106,-0.546,0.0,0.0,0.236,0.0
536,82,Carson Beck,QB,ARI,SEA,0.097,0.0,0.0,0.0,0.08,0.0
537,138,Jaren Kanak,TE,TEN,PHI,0.096,0.0,0.0,0.0,0.118,0.0
538,139,Erick All,TE,CIN,HOU,0.095,0.0,0.0,0.0,0.057,0.0
539,130,Julius Chestnut,RB,TEN,PHI,0.094,-1.462,0.0,0.988,0.462,0.0
540,83,Tyson Bagent,QB,CHI,MIN,0.089,0.0,0.0,0.0,0.05,0.0
541,84,Case Keenum,QB,CHI,MIN,0.081,0.0,0.0,0.0,0.025,0.0
542,189,Jalen Brooks,WR,ARI,SEA,0.073,-1.087,0.0,0.72,0.376,0.0
543,85,Cole Payton,QB,PHI,TEN,0.064,0.0,0.0,0.0,0.07,0.0
544,140,Carter Runyon,TE,LV,LAC,0.059,0.0,0.0,0.0,0.133,0.0
545,86,Jalen Milroe,QB,SEA,ARI,0.057,0.0,0.0,0.0,0.055,0.0
546,141,Cole Turner,TE,MIA,SF,0.05,0.0,0.0,0.0,0.14,0.0
547,190,Savion Williams,WR,GB,NYJ,0.044,-1.23,0.0,0.0,0.27,0.0
548,142,Thomas Fidone II,TE,NYG,LA,0.023,0.0,0.0,0.0,0.08,0.0
549,87,Matthew Caldwell,QB,LA,NYG,0.015,0.0,0.0,0.0,0.059,0.0
550,88,Skylar Thompson,QB,BAL,NO,0.008,0.0,0.0,0.0,0.044,0.0
551,143,Nikola Kalinic,TE,CHI,MIN,0.006,-1.422,0.0,0.112,0.316,0.0
552,89,Jack Strand,QB,ATL,CAR,-0.01,0.0,0.0,0.0,0.059,0.0
553,90,Drew Allar,QB,PIT,NE,-0.014,0.0,0.0,0.0,0.08,0.0
554,191,Luke McCaffrey,WR,WAS,DAL,-0.017,0.0,0.0,0.0,0.113,0.0
555,192,Myles Price,WR,MIN,CHI,-0.045,-1.817,-0.009,1.662,0.744,0.0
556,193,Tylan Wallace,WR,CLE,TB,-0.046,-1.05,0.0,0.0,0.205,0.0
557,194,Dareke Young,WR,LV,LAC,-0.057,-1.778,0.0,0.97,0.614,0.0
558,195,Beaux Collins,WR,ATL,CAR,-0.083,0.0,0.0,0.0,0.119,0.0
559,131,Eli Heidenreich,RB,PIT,NE,-0.091,-2.114,-0.664,2.399,0.848,0.0
560,196,Irvin Charles,WR,SEA,ARI,-0.11,0.0,0.0,0.0,0.063,0.0
561,197,Ben Skowronek,WR,PIT,NE,-0.246,-2.199,0.0,0.186,0.473,0.0
562,198,Ryan Miller,WR,MIA,SF,-0.261,-1.86,0.0,0.0,0.143,0.0
563,91,Dillon Gabriel,QB,CLE,TB,-0.271,0.0,0.0,0.0,0.12,0.0
564,199,Jake Bobo,WR,SEA,ARI,-0.306,-2.243,0.0,0.0,0.213,0.0
565,200,Justin Shorter,WR,LV,LAC,-0.346,-2.526,0.0,0.0,0.209,0.0
566,201,Ke'Shawn Williams,WR,CIN,HOU,-0.36,-2.422,0.0,0.091,0.515,0.0
567,202,Jeshaun Jones,WR,MIN,CHI,-0.427,-2.541,0.0,0.0,0.341,0.0
568,203,Simi Fehoko,WR,ARI,SEA,-0.434,-2.425,0.0,0.0,0.482,0.0
569,204,Nikko Remigio,WR,KC,IND,-0.514,-2.417,0.0,0.278,0.607,0.0
570,205,Chris Blair,WR,ATL,CAR,-0.58,-2.524,-0.423,0.365,0.679,0.0
571,206,Devin Duvernay,WR,ARI,SEA,-0.824,-2.705,-1.509,0.882,0.898,0.0
572,207,Kameron Johnson,WR,TB,CLE,-0.848,-2.85,-1.507,1.112,0.845,0.0
573,208,Britain Covey,WR,PHI,TEN,-0.889,-2.886,-1.337,0.903,0.793,0.0
574,209,Montorie Foster Jr,WR,SEA,ARI,-0.91,-2.78,-1.547,0.846,0.86,0.0
575,210,Kaden Wetjen,WR,PIT,NE,-1.111,-3.156,-1.835,0.91,0.888,0.0
